20,MGR,General And Operations Managers,,
40,MGR,Advertising And Promotions Managers,,
50,MGR,Marketing And Sales Managers,,
60,MGR,Public Relations And Fundraising Managers,,
100,MGR,Administrative Services Managers,,
110,MGR,Computer And Information Systems Managers,,
120,MGR,Financial Managers,,
135,MGR,Compensation And Benefits Managers,,
136,MGR,Human Resources Managers,,
137,MGR,Training And Development Managers,,
140,MGR,Industrial Production Managers,,
150,MGR,Purchasing Managers,,
160,MGR,"Transportation, Storage, And Distribution Managers",,
205,MGR,"Farmers, Ranchers, And Other Agricultural Managers",,
220,MGR,Construction Managers,,
230,MGR,Education Administrators,,
300,MGR,Architectural And Engineering Managers,,
310,MGR,Food Service Managers,,
330,MGR,Gaming Managers,,
340,MGR,Lodging Managers,,
350,MGR,Medical And Health Services Managers,,
360,MGR,Natural Sciences Managers,,
410,MGR,"Property, Real Estate, And Community Association",,
420,MGR,Social And Community Service Managers,,
425,MGR,Emergency Management Directors,,
430,MGR,"Miscellaneous Managers, Including Funeral Service",,
500,BUS,"Agents And Business Managers Of Artists, Performers,",,
510,BUS,"Buyers And Purchasing Agents, Farm Products",,
520,BUS,"Wholesale And Retail Buyers, Except Farm Products",,
530,BUS,"Purchasing Agents, Except Wholesale, Retail, And Farm",,
540,BUS,"Claims Adjusters, Appraisers, Examiners, And",,
565,BUS,Compliance Officers,,
600,BUS,Cost Estimators,,
630,BUS,Human Resources Workers,,
640,BUS,"Compensation, Benefits, And Job Analysis Specialists",,
650,BUS,Training And Development Specialists,,
700,BUS,Logisticians,,
710,BUS,Management Analysts,,
725,BUS,"Meeting, Convention, And Event Planners",,
726,BUS,Fundraisers,,
735,BUS,Market Research Analysts And Marketing Specialists,,
740,BUS,"Business Operations Specialists, All Other",,
800,FIN,Accountants And Auditors,,
810,FIN,Appraisers And Assessors Of Real Estate,,
820,FIN,Budget Analysts,,
830,FIN,Credit Analysts,,
840,FIN,Financial Analysts,,
850,FIN,Personal Financial Advisors,,
860,FIN,Insurance Underwriters,,
900,FIN,Financial Examiners,,
910,FIN,Credit Counselors And Loan Officers,,
930,FIN,"Tax Examiners And Collectors, And Revenue Agents",,
940,FIN,Tax Preparers,,
950,FIN,"Financial Specialists, All Other",,
1005,CMM,Computer And Information Research Scientists,,
1006,CMM,Computer Systems Analysts,,
1007,CMM,Information Security Analysts,,
1010,CMM,Computer Programmers,,
1020,CMM,"Software Developers, Applications And Systems Software",,
1030,CMM,Web Developers,,
1050,CMM,Computer Support Specialists,,
1060,CMM,Database Administrators,,
1105,CMM,Network And Computer Systems Administrators,,
1106,CMM,Computer Network Architects,,
1107,CMM,"Computer Occupations, All Other",,
1200,CMM,Actuaries,,
1220,CMM,Operations Research Analysts,,
1240,CMM,"Miscellaneous Mathematical Science Occupations,",,
1300,ENG,"Architects, Except Naval",,
1310,ENG,"Surveyors, Cartographers, And Photogrammetrists",,
1320,ENG,Aerospace Engineers,,
1340,ENG,Biomedical And Agricultural Engineers,,
1350,ENG,Chemical Engineers,,
1360,ENG,Civil Engineers,,
1400,ENG,Computer Hardware Engineers,,
1410,ENG,Electrical And Electronics Engineers,,
1420,ENG,Environmental Engineers,,
1430,ENG,"Industrial Engineers, Including Health And Safety",,
1440,ENG,Marine Engineers And Naval Architects,,
1450,ENG,Materials Engineers,,
1460,ENG,Mechanical Engineers,,
1520,ENG,"Petroleum, Mining And Geological Engineers, Including",,
1530,ENG,"Miscellaneous Engineers, Including Nuclear Engineers",,
1540,ENG,Drafters,,
1550,ENG,"Engineering Technicians, Except Drafters",,
1560,ENG,Surveying And Mapping Technicians,,
1600,SCI,Agricultural And Food Scientists,,
1610,SCI,Biological Scientists,,
1640,SCI,Conservation Scientists And Foresters,,
1650,SCI,"Medical Scientists, And Life Scientists, All Other",,
1700,SCI,Astronomers And Physicists,,
1710,SCI,Atmospheric And Space Scientists,,
1720,SCI,Chemists And Materials Scientists,,
1740,SCI,Environmental Scientists And Geoscientists,,
1760,SCI,"Physical Scientists, All Other",,
1800,SCI,Economists,,
1820,SCI,Psychologists,,
1840,SCI,Urban And Regional Planners,,
1860,SCI,"Miscellaneous Social Scientists, Including Survey",,
1900,SCI,Agricultural And Food Science Technicians,,
1910,SCI,Biological Technicians,,
1920,SCI,Chemical Technicians,,
1930,SCI,"Geological And Petroleum Technicians, And Nuclear",,
1965,SCI,"Miscellaneous Life, Physical, And Social Science",,
2000,CMS,Counselors,,
2010,CMS,Social Workers,,
2015,CMS,Probation Officers And Correctional Treatment,,
2016,CMS,Social And Human Service Assistants,,
2025,CMS,"Miscellaneous Community And Social Service Specialists,",,
2040,CMS,Clergy,,
2050,CMS,"Directors, Religious Activities And Education",,
2060,CMS,"Religious Workers, All Other",,
2100,LGL,"Lawyers, And Judges, Magistrates, And Other Judicial",,
2105,LGL,Judicial Law Clerks,,
2145,LGL,Paralegals And Legal Assistants,,
2160,LGL,Miscellaneous Legal Support Workers,,
2200,EDU,Postsecondary Teachers,,
2300,EDU,Preschool And Kindergarten Teachers,,
2310,EDU,Elementary And Middle School Teachers,,
2320,EDU,Secondary School Teachers,,
2330,EDU,Special Education Teachers,,
2340,EDU,Other Teachers And Instructors,,
2400,EDU,"Archivists, Curators, And Museum Technicians",,
2430,EDU,Librarians,,
2440,EDU,Library Technicians,,
2540,EDU,Teacher Assistants,,
2550,EDU,"Other Education, Training, And Library Workers",,
2600,ENT,Artists And Related Workers,,
2630,ENT,Designers,,
2700,ENT,Actors,,
2710,ENT,Producers And Directors,,
2720,ENT,"Athletes, Coaches, Umpires, And Related Workers",,
2740,ENT,Dancers And Choreographers,,
2750,ENT,"Musicians, Singers, And Related Workers",,
2760,ENT,"Entertainers And Performers, Sports And Related",,
2800,ENT,Announcers,,
2810,ENT,"News Analysts, Reporters And Corresponde",,
2900,ENT,Broadcast And Sound Engineering Technicians And Radio,,
2910,ENT,Photographers,,
2920,ENT,"Television, Video, And Motion Picture Camera Operators",,
3000,MED,Chiropractors,,
3010,MED,Dentists,,
3030,MED,Dietitians And Nutritionists,,
3040,MED,Optometrists,,
3050,MED,Pharmacists,,
3060,MED,Physicians And Surgeons,,
3110,MED,Physician Assistants,,
3120,MED,Podiatrists,,
3140,MED,Audiologists,,
3150,MED,Occupational Therapists,,
3160,MED,Physical Therapists,,
3200,MED,Radiation Therapists,,
3210,MED,Recreational Therapists,,
3220,MED,Respiratory Therapists,,
3230,MED,Speech,Language Pathologists,
3245,MED,"Other Therapists, Including Exercise Physiologists",,
3250,MED,Veterinarians,,
3255,MED,Registered Nurses,,
3256,MED,Nurse Anesthetists,,
3258,MED,"Nurse Practitioners, And Nurse Midwives",,
3260,MED,"Health Diagnosing And Treating Practitioners, All Other",,
3300,MED,Clinical Laboratory Technologists And Technicians,,
3310,MED,Dental Hygienists,,
3320,MED,Diagnostic Related Technologists And Technicians,,
3400,MED,Emergency Medical Technicians And Paramedics,,
3420,MED,Health Practitioner Support Technologists And,,
3500,MED,Licensed Practical And Licensed Vocational Nurses,,
3510,MED,Medical Records And Health Information Technicians,,
3520,MED,"Opticians, Dispensing",,
3535,MED,Miscellaneous Health Technologists And Technicians,,
3540,MED,Other Healthcare Practitioners And Technical,,
3600,HLS,"Nursing, Psychiatric, And Home Health Aides",,
3610,HLS,Occupational Therapy Assistants And Aides,,
3620,HLS,Physical Therapist Assistants And Aides,,
3630,HLS,Massage Therapists,,
3640,HLS,Dental Assistants,,
3645,HLS,Medical Assistants,,
3646,HLS,Medical Transcriptionists,,
3647,HLS,Pharmacy Aides,,
3648,HLS,Veterinary Assistants And Laboratory Animal Caretakers,,
3649,HLS,Phlebotomists,,
3655,HLS,"Healthcare Support Workers, All Other, Including",,
3700,PRT,First,Line Supervisors Of Correctional Officers,
3710,PRT,First,Line Supervisors Of Police And Detectives,
3720,PRT,First,Line Supervisors Of Fire Fighting And Prevention,
3730,PRT,First,"Line Supervisors Of Protective Service Workers,",
3740,PRT,Firefighters,,
3750,PRT,Fire Inspectors,,
3800,PRT,"Bailiffs, Correctional Officers, And Jailers",,
3820,PRT,Detectives And Criminal Investigators,,
3840,PRT,Miscellaneous Law Enforcement Workers,,
3850,PRT,Police Officers,,
3900,PRT,Animal Control Workers,,
3910,PRT,Private Detectives And Investigators,,
3930,PRT,Security Guards And Gaming Surveillance Officers,,
3940,PRT,Crossing Guards,,
3945,PRT,Transportation Security Screeners,,
3955,PRT,"Lifeguards And Other Recreational, And All Other",,
4000,EAT,Chefs And Head Cooks,,
4010,EAT,First,Line Supervisors Of Food Preparation And Serving,
4020,EAT,Cooks,,
4030,EAT,Food Preparation Workers,,
4040,EAT,Bartenders,,
4050,EAT,"Combined Food Preparation And Serving Workers,",,
4060,EAT,"Counter Attendants, Cafeteria, Food Concession, And",,
4110,EAT,Waiters And Waitresses,,
4120,EAT,"Food Servers, Nonrestaurant",,
4130,EAT,Miscellaneous Food Preparation And Serving Related,,
4140,EAT,Dishwashers,,
4150,EAT,"Hosts And Hostesses, Restaurant, Lounge, And Coffee",,
4200,CLN,First,Line Supervisors Of Housekeeping And Janitorial,
4210,CLN,First,"Line Supervisors Of Landscaping, Lawn Service,",
4220,CLN,Janitors And Building Cleaners,,
4230,CLN,Maids And Housekeeping Cleaners,,
4240,CLN,Pest Control Workers,,
4250,CLN,Grounds Maintenance Workers,,
4300,PRS,First,Line Supervisors Of Gaming Workers,
4320,PRS,First,Line Supervisors Of Personal Service Workers,
4340,PRS,Animal Trainers,,
4350,PRS,Nonfarm Animal Caretakers,,
4400,PRS,Gaming Services Workers,,
4410,PRS,Motion Picture Projectionists,,
4420,PRS,"Ushers, Lobby Attendants, And Ticket Takers",,
4430,PRS,Miscellaneous Entertainment Attendants And Related,,
4460,PRS,Embalmers And Funeral Attendants,,
4465,PRS,"Morticians, Undertakers, And Funeral Directors",,
4500,PRS,Barbers,,
4510,PRS,"Hairdressers, Hairstylists, And Cosmetologists",,
4520,PRS,Miscellaneous Personal Appearance Workers,,
4530,PRS,"Baggage Porters, Bellhops, And Concierges",,
4540,PRS,Tour And Travel Guides,,
4600,PRS,Childcare Workers,,
4610,PRS,Personal Care Aides,,
4620,PRS,Recreation And Fitness Workers,,
4640,PRS,Residential Advisors,,
4650,PRS,"Personal Care And Service Workers, All Other",,
4700,SAL,First,Line Supervisors Of Retail Sales Workers,
4710,SAL,First,Line Supervisors Of Non,Retail Sales Workers
4720,SAL,Cashiers,,
4740,SAL,Counter And Rental Clerks,,
4750,SAL,Parts Salespersons,,
4760,SAL,Retail Salespersons,,
4800,SAL,Advertising Sales Agents,,
4810,SAL,Insurance Sales Agents,,
4820,SAL,"Securities, Commodities, And Financial Services Sales",,
4830,SAL,Travel Agents,,
4840,SAL,"Sales Representatives, Services, All Other",,
4850,SAL,"Sales Representatives, Wholesale And Manufacturing",,
4900,SAL,"Models, Demonstrators, And Product Promoters",,
4920,SAL,Real Estate Brokers And Sales Agents,,
4930,SAL,Sales Engineers,,
4940,SAL,Telemarketers,,
4950,SAL,Door,To,"Door Sales Workers, News And Street Vendors,"
4965,SAL,"Sales And Related Workers, All Other",,
5000,OFF,First,Line Supervisors Of Office And Administrative,
5010,OFF,"Switchboard Operators, Including Answering Service",,
5020,OFF,Telephone Operators,,
5030,OFF,"Communications Equipment Operators, All Other",,
5100,OFF,Bill And Account Collectors,,
5110,OFF,Billing And Posting Clerks,,
5120,OFF,"Bookkeeping, Accounting, And Auditing Clerks",,
5130,OFF,Gaming Cage Workers,,
5140,OFF,Payroll And Timekeeping Clerks,,
5150,OFF,Procurement Clerks,,
5160,OFF,Tellers,,
5165,OFF,"Financial Clerks, All Other",,
5200,OFF,Brokerage Clerks,,
5220,OFF,"Court, Municipal, And License Clerks",,
5230,OFF,"Credit Authorizers, Checkers, And Clerks",,
5240,OFF,Customer Service Representatives,,
5250,OFF,"Eligibility Interviewers, Government Programs",,
5260,OFF,File Clerks,,
5300,OFF,"Hotel, Motel, And Resort Desk Clerks",,
5310,OFF,"Interviewers, Except Eligibility And Loan",,
5320,OFF,"Library Assistants, Clerical",,
5330,OFF,Loan Interviewers And Clerks,,
5340,OFF,New Accounts Clerks,,
5350,OFF,Correspondence Clerks And Order Clerks,,
5360,OFF,"Human Resources Assistants, Except Payroll And",,
5400,OFF,Receptionists And Information Clerks,,
5410,OFF,Reservation And Transportation Ticket Agents And Travel,,
5420,OFF,"Information And Record Clerks, All Other",,
5500,OFF,Cargo And Freight Agents,,
5510,OFF,Couriers And Messengers,,
5520,OFF,Dispatchers,,
5530,OFF,"Meter Readers, Utilities",,
5540,OFF,Postal Service Clerks,,
5550,OFF,Postal Service Mail Carriers,,
5560,OFF,"Postal Service Mail Sorters, Processors, And Processing",,
5600,OFF,"Production, Planning, And Expediting Clerks",,
5610,OFF,"Shipping, Receiving, And Traffic Clerks",,
5620,OFF,Stock Clerks And Order Fillers,,
5630,OFF,"Weighers, Measurers, Checkers, And Samplers,",,
5700,OFF,Secretaries And Administrative Assistants,,
5800,OFF,Computer Operators,,
5810,OFF,Data Entry Keyers,,
5820,OFF,Word Processors And Typists,,
5840,OFF,Insurance Claims And Policy Processing Clerks,,
5850,OFF,"Mail Clerks And Mail Machine Operators, Except Postal",,
5860,OFF,"Office Clerks, General",,
5900,OFF,"Office Machine Operators, Except Computer",,
5910,OFF,Proofreaders And Copy Markers,,
5920,OFF,Statistical Assistants,,
5940,OFF,Miscellaneous Office And Administrative Support,,
6005,FFF,First,"Line Supervisors Of Farming, Fishing, And",
6010,FFF,Agricultural Inspectors,,
6040,FFF,"Graders And Sorters, Agricultural Products",,
6050,FFF,"Miscellaneous Agricultural Workers, Including Animal",,
6100,FFF,Fishing And Hunting Workers,,
6120,FFF,Forest And Conservation Workers,,
6130,FFF,Logging Workers,,
6200,CON,First,Line Supervisors Of Construction Trades And,
6210,CON,Boilermakers,,
6220,CON,"Brickmasons, Blockmasons, Stonemasons, And Reinforcing",,
6230,CON,Carpenters,,
6240,CON,"Carpet, Floor, And Tile Installers And Finishers",,
6250,CON,"Cement Masons, Concrete Finishers, And Terrazzo Workers",,
6260,CON,Construction Laborers,,
6300,CON,"Paving, Surfacing, And Tamping Equipment Operators",,
6320,CON,"Construction Equipment Operators, Except Paving,",,
6330,CON,"Drywall Installers, Ceiling Tile Installers, And Tapers",,
6355,CON,Electricians,,
6360,CON,Glaziers,,
6400,CON,Insulation Workers,,
6420,CON,Painters And Paperhangers,,
6440,CON,"Pipelayers, Plumbers, Pipefitters, And Steamfitters",,
6460,CON,Plasterers And Stucco Masons,,
6515,CON,Roofers,,
6520,CON,Sheet Metal Workers,,
6530,CON,Structural Iron And Steel Workers,,
6600,CON,"Helpers, Construction Trades",,
6660,CON,Construction And Building Inspectors,,
6700,CON,Elevator Installers And Repairers,,
6710,CON,Fence Erectors,,
6720,CON,Hazardous Materials Removal Workers,,
6730,CON,Highway Maintenance Workers,,
6740,CON,Rail,Track Laying And Maintenance Equipment Operators,
6765,CON,"Miscellaneous Construction Workers, Including Solar",,
6800,EXT,"Derrick, Rotary Drill, And Service Unit Operators, And",,
6820,EXT,"Earth Drillers, Except Oil And Gas",,
6830,EXT,"Explosives Workers, Ordnance Handling Experts, And",,
6840,EXT,Mining Machine Operators,,
6940,EXT,"Miscellaneous Extraction Workers, Including Roof",,
7000,RPR,First,"Line Supervisors Of Mechanics, Installers, And",
7010,RPR,"Computer, Automated Teller, And Office Machine",,
7020,RPR,Radio And Telecommunications Equipment Installers And,,
7030,RPR,Avionics Technicians,,
7040,RPR,"Electric Motor, Power Tool, And Related Repairers",,
7100,RPR,"Electrical And Electronics Repairers, Transportation",,
7110,RPR,"Electronic Equipment Installers And Repairers, Motor",,
7120,RPR,Electronic Home Entertainment Equipment Installers And,,
7130,RPR,Security And Fire Alarm Systems Installers,,
7140,RPR,Aircraft Mechanics And Service Technicians,,
7150,RPR,Automotive Body And Related Repairers,,
7160,RPR,Automotive Glass Installers And Repairers,,
7200,RPR,Automotive Service Technicians And Mechanics,,
7210,RPR,Bus And Truck Mechanics And Diesel Engine Specialists,,
7220,RPR,Heavy Vehicle And Mobile Equipment Service Technicians,,
7240,RPR,Small Engine Mechanics,,
7260,RPR,"Miscellaneous Vehicle And Mobile Equipment Mechanics,",,
7300,RPR,Control And Valve Installers And Repairers,,
7315,RPR,"Heating, Air Conditioning, And Refrigeration Mechanics",,
7320,RPR,Home Appliance Repairers,,
7330,RPR,Industrial And Refractory Machinery Mechanics,,
7340,RPR,"Maintenance And Repair Workers, General",,
7350,RPR,"Maintenance Workers, Machinery",,
7360,RPR,Millwrights,,
7410,RPR,Electrical Power,Line Installers And Repairers,
7420,RPR,Telecommunications Line Installers And Repairers,,
7430,RPR,Precision Instrument And Equipment Repairers,,
7510,RPR,"Coin, Vending, And Amusement Machine Servicers And",,
7540,RPR,Locksmiths And Safe Repairers,,
7560,RPR,Riggers,,
7610,RPR,Helpers,"Installation, Maintenance, And Repair Workers",
7630,RPR,"Miscellaneous Installation, Maintenance, And Repair",,
7700,PRD,First,Line Supervisors Of Production And Operating,
7710,PRD,"Aircraft Structure, Surfaces, Rigging, And Systems",,
7720,PRD,"Electrical, Electronics, And Electromechanical",,
7730,PRD,Engine And Other Machine Assemblers,,
7740,PRD,Structural Metal Fabricators And Fitters,,
7750,PRD,Miscellaneous Assemblers And Fabricators,,
7800,PRD,Bakers,,
7810,PRD,"Butchers And Other Meat, Poultry, And Fish Processing",,
7830,PRD,"Food And Tobacco Roasting, Baking, And Drying Machine",,
7840,PRD,Food Batchmakers,,
7850,PRD,Food Cooking Machine Operators And Tenders,,
7855,PRD,"Food Processing Workers, All Other",,
7900,PRD,Computer Control Programmers And Operators,,
7920,PRD,"Extruding And Drawing Machine Setters, Operators, And",,
7930,PRD,"Forging Machine Setters, Operators, And Tenders, Metal",,
7940,PRD,"Rolling Machine Setters, Operators, And Tenders, Metal",,
7950,PRD,"Machine Tool Cutting Setters, Operators, And Tenders,",,
8030,PRD,Machinists,,
8040,PRD,"Metal Furnace Operators, Tenders, Pourers, And Casters",,
8100,PRD,"Model Makers, Patternmakers, And Molding Machine",,
8130,PRD,Tool And Die Makers,,
8140,PRD,"Welding, Soldering, And Brazing Workers",,
8220,PRD,"Miscellaneous Metal Workers And Plastic Workers,",,
8250,PRD,Prepress Technicians And Workers,,
8255,PRD,Printing Press Operators,,
8256,PRD,Print Binding And Finishing Workers,,
8300,PRD,Laundry And Dry,Cleaning Workers,
8310,PRD,"Pressers, Textile, Garment, And Related Materials",,
8320,PRD,Sewing Machine Operators,,
8330,PRD,Shoe And Leather Workers,,
8350,PRD,"Tailors, Dressmakers, And Sewers",,
8400,PRD,"Textile Bleaching And Dyeing, And Cutting Machine",,
8410,PRD,"Textile Knitting And Weaving Machine Setters,",,
8420,PRD,"Textile Winding, Twisting, And Drawing Out Machine",,
8450,PRD,Upholsterers,,
8460,PRD,"Miscellaneous Textile, Apparel, And Furnishings",,
8500,PRD,Cabinetmakers And Bench Carpenters,,
8510,PRD,Furniture Finishers,,
8530,PRD,"Sawing Machine Setters, Operators, And Tenders, Wood",,
8540,PRD,"Woodworking Machine Setters, Operators, And Tenders,",,
8550,PRD,"Miscellaneous Woodworkers, Including Model Makers And",,
8600,PRD,"Power Plant Operators, Distributors, And Dispatchers",,
8610,PRD,Stationary Engineers And Boiler Operators,,
8620,PRD,Water And Wastewater Treatment Plant And System,,
8630,PRD,Miscellaneous Plant And System Operators,,
8640,PRD,"Chemical Processing Machine Setters, Operators, And",,
8650,PRD,"Crushing, Grinding, Polishing, Mixing, And Blending",,
8710,PRD,Cutting Workers,,
8720,PRD,"Extruding, Forming, Pressing, And Compacting Machine",,
8730,PRD,"Furnace, Kiln, Oven, Drier, And Kettle Operators And",,
8740,PRD,"Inspectors, Testers, Sorters, Samplers, And Weighers",,
8750,PRD,Jewelers And Precious Stone And Metal Workers,,
8760,PRD,"Medical, Dental, And Ophthalmic Laboratory Technicians",,
8800,PRD,Packaging And Filling Machine Operators And Tenders,,
8810,PRD,Painting Workers,,
8830,PRD,Photographic Process Workers And Processing Machine,,
8850,PRD,Adhesive Bonding Machine Operators And Tenders,,
8910,PRD,Etchers And Engravers,,
8920,PRD,"Molders, Shapers, And Casters, Except Metal And Plastic",,
8930,PRD,"Paper Goods Machine Setters, Operators, And Tenders",,
8940,PRD,Tire Builders,,
8950,PRD,Helpers,Production Workers,
8965,PRD,"Miscellaneous Production Workers, Including",,
9000,TRN,Supervisors Of Transportation And Material Moving,,
9030,TRN,Aircraft Pilots And Flight Engineers,,
9040,TRN,Air Traffic Controllers And Airfield Operations,,
9050,TRN,Flight Attendants,,
9110,TRN,"Ambulance Drivers And Attendants, Except Emergency",,
9120,TRN,Bus Drivers,,
9130,TRN,Driver/Sales Workers And Truck Drivers,,
9140,TRN,Taxi Drivers And Chauffeurs,,
9150,TRN,"Motor Vehicle Operators, All Other",,
9200,TRN,Locomotive Engineers And Operators,,
9240,TRN,Railroad Conductors And Yardmasters,,
9260,TRN,"Subway, Streetcar, And Other Rail Transportation",,
9300,TRN,"Sailors And Marine Oilers, And Ship Engineers",,
9310,TRN,Ship And Boat Captains And Operators,,
9350,TRN,Parking Lot Attendants,,
9360,TRN,Automotive And Watercraft Service Attendants,,
9410,TRN,Transportation Inspectors,,
9415,TRN,"Transportation Attendants, Except Flight Attendants",,
9420,TRN,"Miscellaneous Transportation Workers, Including Bridge",,
9510,TRN,Crane And Tower Operators,,
9520,TRN,"Dredge, Excavating, And Loading Machine Operators",,
9560,TRN,"Conveyor Operators And Tenders, And Hoist And Winch",,
9600,TRN,Industrial Truck And Tractor Operators,,
9610,TRN,Cleaners Of Vehicles And Equipment,,
9620,TRN,"Laborers And Freight, Stock, And Material Movers, Hand",,
9630,TRN,Machine Feeders And Offbearers,,
9640,TRN,"Packers And Packagers, Hand",,
9650,TRN,Pumping Station Operators,,
9720,TRN,Refuse And Recyclable Material Collectors,,
9750,TRN,"Miscellaneous Material Moving Workers, Including Mine",,
9800,MIL,Military Officer Special And Tactical Operations,,
9810,MIL,First,Line Enlisted Military Supervisors,
9820,MIL,Military Enlisted Tactical Operations And Air/Weapons,,
9830,MIL,"Military, Rank Not Specified",,
9920,UNP,Unemployed And Last Worked 5 Years Ago Or Earlier Or Never,,
